file_path,vul_id,severity,vul_name
CWE36_Absolute_Path_Traversal__Connect_tcp_67b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_04.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_16.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_12.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_81a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_12.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_81_bad.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_71b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_10.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_81_base.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_41.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_01.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_21.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_75b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_53b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_61b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_07.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_74a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_52a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_12.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_22a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_15.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_12.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_72a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_54d.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_66a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_67a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_42.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_73a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_51a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_13.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_54b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_02.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_05.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_68b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_02.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_53a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_61a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_75a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_17.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_52b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_42.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_74b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_42.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_13.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_31.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_13.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_11.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_81_goodG2B.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_05.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_31.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_11.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_16.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_16.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_81_bad.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_07.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_51a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_74b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_53c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_07.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_07.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_53a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_71a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_13.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_52a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_81_goodG2B.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_42.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_17.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_17.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_61b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_75b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_17.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_54d.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_06.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_06.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_01.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_54c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_21.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_15.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_81_bad.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_75a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_61a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_52b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_08.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_53b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_74a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_53b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_53a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_02.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_74b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_06.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_74a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_61b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_75a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_16.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_61a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_75b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_12.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_52a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_52b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_81_base.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_22a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_61a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_75a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_54d.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_52b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_54c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_54c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_53b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_81_base.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_74a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_08.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_54c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_08.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_08.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_81_goodG2B.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_81_base.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_74a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_74a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_53b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_53b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_02.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_06.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_22a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_51a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_54c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_81_bad.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_16.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_12.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_54c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_51b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_52b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_52b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_75a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_61a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_75a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_61a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_67a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_73a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_54b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_68b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__ReadLine_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_71a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_81_goodG2B.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_71a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_53c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_53c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_53d.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_81_bad.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_66a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_07.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_72a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Connect_tcp_81_bad.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_22b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_72a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_66b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_72b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_66a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_67a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_73b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_67b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_73a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_68b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_68a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_54b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_54a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_73a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_42.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_67a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_17.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_13.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_54b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_68b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Params_Get_Web_08.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_08.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_72a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_66a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Environment_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_72a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_66a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_72a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Database_09.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_66a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_53c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_71a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_53c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_03.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_81a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_71b.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_71a.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_07.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_42.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Listen_tcp_17.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_13.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__Get_Cookies_Web_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__File_54e.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__NetClient_52c.cs,36,3,Absolute_Path_Traversal
CWE36_Absolute_Path_Traversal__QueryString_Web_54b.cs,36,3,Absolute_Path_Traversal
