file_path,vul_id,line_no,severity,vul_name,,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_06.java,113,60,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_07.java,113,120,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_08.java,113,68,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_09.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_10.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_11.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_12.java,113,116,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_13.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_14.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_15.java,113,118,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_16.java,113,56,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_17.java,113,61,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_21.java,113,59,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_22a.java,113,58,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_31.java,113,58,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_41.java,113,68,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_42.java,113,114,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_45.java,113,73,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_51a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_52a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_53a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_54a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_61a.java,113,35,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_66a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_67a.java,113,59,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_68a.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_71a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_72a.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_73a.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_74a.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_75a.java,113,57,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addCookieServlet_81_bad.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_01.java,113,104,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_02.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_03.java,113,112,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_04.java,113,62,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_05.java,113,62,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_06.java,113,60,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_07.java,113,60,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_08.java,113,68,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_09.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_10.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_11.java,113,112,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_12.java,113,113,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_13.java,113,55,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_14.java,113,112,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_15.java,113,115,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__File_addHeaderServlet_16.java,113,108,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
